statenum,casenum,vnumber,pnumber,atmcond,acctime,dayofweek,holiday,numfatal,speeding,age,alcres,drugres3,sex,vfatcount,commlic,dricondatcrashtime,malcohol,dridistract,drivisobs
24,42,1,1,1,1315,4,0,1,1,82,0,0,1,1,0,99,0,1,0
24,85,1,1,1,1527,3,0,1,0,82,995,0,2,1,0,96,0,0,0
24,109,2,3,1,1903,5,0,1,0,82,996,0,1,1,0,0,0,0,0
24,123,2,1,1,1427,2,0,1,0,82,995,0,1,1,0,0,0,0,0
24,206,1,1,1,2033,4,0,1,0,82,995,0,1,1,0,99,0,99,0
24,206,1,2,1,2033,4,0,1,0,82,995,0,2,1,0,99,0,99,0
25,138,2,1,1,1334,2,0,1,0,82,0,0,2,1,0,98,0,93,0
26,88,1,1,1,1513,7,0,1,1,82,0,0,1,1,0,0,0,0,0
26,366,3,2,1,1222,4,0,1,0,82,996,0,2,1,0,99,0,99,0
26,405,1,1,1,930,4,0,3,0,82,0,0,1,3,0,99,0,0,0
26,567,1,2,1,1740,6,0,1,1,82,996,0,2,1,0,99,0,99,0
26,738,1,1,10,1252,7,0,1,0,82,996,0,1,1,0,0,0,0,0
26,745,1,1,10,1041,6,0,1,0,82,996,0,2,1,0,0,0,0,0
26,898,1,2,2,942,4,0,1,1,82,996,0,2,1,0,2,0,0,1
26,907,1,2,1,1732,6,0,1,0,82,996,0,1,0,0,0,0,0,0
27,216,1,1,1,657,4,0,1,0,82,201,0,1,1,0,99,1,0,0
27,259,2,1,1,928,2,0,1,0,82,996,0,1,1,0,1,0,0,0
28,349,1,1,1,1656,7,0,2,0,82,996,0,1,2,0,0,0,96,0
28,349,1,2,1,1656,7,0,2,0,82,996,0,2,2,0,0,0,96,0
29,104,1,1,1,1830,2,0,1,0,82,0,0,1,1,0,10,0,0,0
29,119,1,1,10,626,7,0,1,0,82,0,0,1,1,0,98,0,0,0
29,167,1,1,1,1957,6,0,1,0,82,0,0,1,1,0,98,0,0,0
29,591,2,1,1,956,7,0,1,0,82,996,0,1,1,0,98,0,0,0
29,695,2,1,2,725,2,0,1,1,82,996,0,1,0,0,98,0,0,0
29,695,2,2,2,725,2,0,1,1,82,996,0,2,0,0,98,0,0,0
29,724,1,1,1,1350,2,0,1,1,82,0,0,1,0,6,98,0,0,0
29,724,1,2,1,1350,2,0,1,1,82,996,0,2,0,6,98,0,0,0
29,751,1,1,10,1720,4,0,1,0,82,996,0,2,1,0,98,0,0,0
29,756,1,1,1,1825,3,0,1,0,82,996,0,1,0,0,98,0,0,0
30,176,2,2,1,1830,5,0,1,0,82,996,0,2,1,0,0,0,0,0
32,35,1,1,10,1041,2,0,1,0,82,0,0,2,1,0,0,0,99,0
32,40,2,2,1,13,7,0,1,0,82,996,0,1,0,6,0,0,0,0
32,94,1,3,1,1340,1,0,3,1,82,0,0,1,3,0,0,0,0,0
34,318,1,1,1,1224,7,0,1,0,82,996,0,2,0,0,0,0,0,0
34,420,2,2,1,2113,7,0,1,0,82,996,0,2,1,0,0,0,0,0
34,427,2,2,1,1558,4,0,1,0,82,996,0,2,0,0,0,0,1,0
34,486,2,2,1,1358,7,0,2,0,82,996,0,2,1,0,0,0,0,0
35,158,1,1,1,1934,2,0,1,0,82,996,0,1,0,6,0,0,0,0
36,58,1,1,1,901,6,0,1,0,82,0,0,1,1,0,0,0,0,0
36,120,1,1,1,1355,3,0,1,0,82,995,0,1,1,0,0,0,17,0
36,168,1,1,1,1903,6,0,1,1,82,0,0,1,1,0,0,0,0,0
36,343,1,1,10,1455,2,0,1,0,82,0,0,2,1,0,1,0,0,0
36,367,2,3,1,1815,1,0,1,0,82,0,0,2,1,0,0,0,0,0
36,529,1,2,1,1445,2,0,1,1,82,996,0,2,1,0,0,0,0,0
36,1008,2,1,1,2020,7,0,1,1,82,0,0,1,1,0,0,0,10,0
37,247,1,1,2,1516,3,0,1,1,82,996,0,2,1,0,0,0,0,0
37,247,1,2,2,1516,3,0,1,1,82,0,0,2,1,0,0,0,0,0
37,292,1,1,10,1723,2,0,1,0,82,996,0,1,1,0,0,0,0,0
37,292,1,2,10,1723,2,0,1,0,82,0,0,2,1,0,0,0,0,0
37,452,1,1,1,719,6,0,1,0,82,0,0,1,1,0,0,0,0,0
37,552,2,1,1,1543,6,0,1,1,82,996,0,2,0,0,0,0,0,0
37,635,1,1,1,1137,2,0,1,0,82,0,0,1,1,0,10,0,0,0
37,853,1,1,1,1132,7,0,1,0,82,996,0,2,0,0,99,0,93,0
37,1103,1,1,10,1432,4,0,1,0,82,0,0,1,1,0,0,0,93,0
37,1123,1,1,1,30,1,0,1,0,82,0,0,1,1,0,0,0,0,0
37,1174,1,1,1,1051,6,0,1,0,82,0,0,2,1,0,0,0,96,0
39,4,1,1,10,700,4,0,1,0,82,0,0,2,1,0,0,0,0,0
39,323,1,2,1,1229,3,0,1,0,82,996,0,2,1,0,0,0,96,0
39,328,1,1,1,1547,4,0,1,0,82,0,0,2,1,0,0,0,0,0
39,372,1,1,10,1532,5,0,1,0,82,0,0,1,1,6,0,0,0,0
39,379,1,1,10,1148,3,0,1,0,82,996,0,2,1,0,1,0,0,0
39,523,1,1,1,1138,1,0,2,0,82,0,0,1,2,0,0,0,0,0
39,1073,2,1,1,2217,3,0,1,0,82,996,0,1,1,0,0,0,0,0
40,87,1,1,10,1620,3,0,2,0,82,0,0,2,2,0,0,0,92,0
40,87,1,2,10,1620,3,0,2,0,82,996,0,1,2,0,0,0,92,0
40,293,1,1,1,11,3,0,1,1,82,0,0,1,1,0,0,0,99,99
40,505,1,1,1,1115,4,0,1,0,82,0,0,2,1,0,0,0,0,0
41,407,1,1,2,1320,4,0,1,0,82,0,996,1,1,0,0,0,96,0
42,15,2,2,1,1435,6,0,1,0,82,997,0,2,1,0,0,0,0,0
42,169,1,1,1,1024,7,0,1,0,82,0,0,1,1,0,1,0,0,0
42,289,1,1,1,1604,2,0,1,0,82,0,0,1,0,0,0,0,0,0
42,336,3,1,1,1040,3,0,1,1,82,997,0,1,1,0,99,0,0,0
42,391,1,5,1,2137,7,0,1,0,82,996,0,2,0,0,0,0,0,0
42,473,1,2,1,1516,3,0,1,1,82,996,0,2,1,0,10,0,0,0
42,570,1,2,1,1252,7,0,1,1,82,997,0,2,1,0,99,0,3,0
42,728,1,1,1,120,2,0,1,0,82,110,0,1,1,0,99,1,0,0
42,896,1,2,1,1408,3,0,2,1,82,0,0,1,2,0,0,0,0,0
45,63,1,1,1,1635,4,0,1,0,82,0,0,1,1,0,0,0,96,0
45,200,1,2,1,1430,6,0,1,0,82,996,0,2,1,0,0,0,96,0
45,491,1,1,1,1711,2,0,2,0,82,996,0,1,2,0,0,0,17,0
45,690,1,1,1,1020,5,0,1,0,82,996,0,1,1,0,0,0,96,0
47,58,1,2,1,1220,6,0,1,0,82,996,0,2,1,0,0,0,0,0
47,63,2,1,1,904,7,0,1,0,82,996,0,1,0,0,0,0,0,0
47,291,1,1,10,1808,5,0,1,0,82,996,0,1,1,0,99,0,99,0
47,473,1,1,1,1414,4,0,1,0,82,996,0,1,1,0,0,0,0,0
47,717,1,1,1,830,6,0,1,0,82,996,0,1,1,0,99,0,0,0
47,738,1,1,10,1953,5,0,1,0,82,996,0,2,1,0,99,0,0,0
47,826,1,1,1,502,1,0,1,0,82,996,0,1,1,0,0,0,15,0
47,917,1,1,1,1405,6,0,1,0,82,996,0,2,1,0,98,0,0,2
48,311,1,1,1,1223,5,0,1,0,82,996,0,2,1,0,0,0,0,0
48,630,3,2,1,2103,2,0,1,0,82,996,0,1,0,0,0,0,0,0
48,783,2,1,1,1931,2,0,1,0,82,996,0,1,1,0,0,0,0,0
48,1083,2,2,2,1645,7,0,3,1,82,996,0,1,1,0,0,0,0,0
48,1083,2,3,2,1645,7,0,3,1,82,996,0,2,1,0,0,0,0,0
48,1096,2,1,2,2115,4,0,1,1,82,996,0,1,1,0,0,0,0,0
48,1286,2,1,1,1505,6,0,1,0,82,0,0,1,1,0,0,0,0,0
48,1349,1,1,1,1412,3,0,1,0,82,996,0,1,1,0,0,0,0,0
48,1350,1,2,1,916,3,0,1,0,82,996,0,2,1,0,0,0,0,0
48,1548,1,3,10,1340,3,0,1,0,82,996,0,2,1,0,0,0,0,0
48,1615,1,1,1,957,6,0,1,0,82,0,0,2,1,0,1,0,0,0
48,1881,2,4,1,1620,2,0,2,0,82,996,0,2,2,0,0,0,0,0
48,1904,2,1,1,1320,7,0,1,0,82,996,0,1,1,0,0,0,0,0
48,1995,2,2,1,1715,1,0,1,0,82,996,0,2,1,0,0,0,0,0
48,2206,2,2,1,1109,2,0,1,0,82,996,0,1,1,0,0,0,0,0
48,2214,1,1,1,1400,1,0,1,0,82,996,0,1,0,0,1,0,0,0
48,2877,1,1,10,908,3,0,1,0,82,996,0,1,1,0,0,0,0,0
49,188,1,3,1,2013,5,0,1,0,82,996,0,1,1,0,0,0,0,0
51,71,1,2,1,1825,6,0,2,0,82,996,0,2,2,0,99,0,0,0
51,325,1,1,1,1830,4,0,1,1,82,0,0,2,1,0,0,0,0,2
51,401,1,2,1,1357,1,0,1,0,82,0,0,2,1,0,0,0,96,0
51,566,1,1,1,1253,5,0,1,0,82,996,0,2,1,0,99,0,0,0
51,581,1,1,1,500,1,0,1,0,82,996,0,1,1,0,2,0,96,0
53,44,1,1,2,1512,2,0,2,0,82,0,0,2,1,0,0,0,96,0
53,44,2,2,2,1512,2,0,2,0,82,0,0,2,1,0,0,0,0,0
53,62,1,1,2,1204,7,0,1,0,82,996,0,1,1,8,98,0,93,0
53,336,1,1,1,1619,3,0,1,0,82,0,0,1,1,0,99,0,93,0
53,339,2,1,1,1855,3,0,2,1,82,996,0,1,1,0,0,0,0,0
53,505,1,1,2,907,3,0,1,0,82,0,0,1,1,0,99,0,93,0
55,149,1,1,10,1726,1,0,1,0,82,996,0,1,1,6,0,0,99,0
55,156,1,1,10,1405,5,0,1,0,82,996,0,1,1,0,0,0,0,0
55,191,1,1,1,855,6,0,1,0,82,0,0,1,1,0,0,0,99,99
55,273,1,1,1,823,3,0,1,0,82,0,0,2,1,0,99,0,99,0
55,346,1,1,1,1045,6,0,1,0,82,996,0,1,1,0,1,0,17,0
55,448,2,2,1,1904,4,0,1,0,82,0,0,2,1,0,0,0,0,0
55,453,1,1,10,1837,7,0,3,0,82,996,0,2,3,0,99,0,0,0
56,36,1,1,1,1550,3,0,1,0,82,996,0,1,0,0,99,0,99,0
56,82,1,2,1,1425,6,0,1,0,82,996,0,2,0,0,0,0,0,0
1,299,2,1,2,1845,6,0,1,0,81,0,0,2,1,0,0,0,0,0
1,525,1,1,10,1100,5,0,1,0,81,996,0,2,1,0,1,0,0,0
1,675,2,1,1,1722,4,0,1,0,81,0,0,2,1,0,99,0,0,0
1,724,1,1,2,1350,2,0,1,1,81,996,0,1,1,0,0,0,99,0
1,746,1,1,1,1738,5,0,1,0,81,0,0,1,1,0,99,0,0,0
1,778,1,1,2,1025,4,0,1,0,81,996,0,1,1,6,0,0,99,0
2,52,2,1,4,912,5,0,1,0,81,997,0,1,1,0,0,0,0,0
4,231,2,2,1,1945,1,0,1,0,81,996,0,2,1,0,9,1,0,0
4,354,1,1,1,1513,2,0,1,0,81,0,0,2,1,0,9,0,0,0
4,778,1,1,1,1238,2,0,1,0,81,996,0,1,1,0,0,0,1,0
5,377,1,2,1,1723,3,0,2,0,81,996,0,2,2,0,99,0,99,0
5,458,2,1,1,1306,6,0,1,0,81,996,0,1,0,0,0,0,99,0
6,582,1,1,1,1635,4,0,1,0,81,996,0,1,1,0,0,0,0,0
6,812,2,2,1,229,4,0,4,0,81,996,0,1,3,0,9,1,0,0
6,863,1,1,1,1030,7,0,2,0,81,0,0,1,0,0,99,0,0,0
6,1076,1,1,1,740,4,0,1,0,81,0,0,2,1,0,0,0,0,0
6,1209,2,1,1,2341,5,0,1,1,81,0,0,1,1,0,99,0,0,0
6,1429,1,1,1,1454,5,0,1,0,81,0,0,1,1,0,99,0,0,0
6,1596,1,1,1,1850,2,0,2,0,81,160,0,1,2,0,99,1,0,0
6,1650,1,1,2,1125,1,0,1,1,81,0,0,1,1,0,0,0,0,0
6,1682,1,1,1,655,7,0,1,0,81,80,0,1,1,0,99,1,0,0
6,2099,1,1,10,1840,3,0,1,0,81,996,0,2,0,0,0,0,0,0
6,2831,1,1,2,2014,5,0,1,0,81,0,0,2,1,0,0,0,0,0
6,2984,2,1,1,1228,6,0,1,0,81,996,0,2,1,0,0,0,0,0
6,3082,1,1,1,1935,5,0,1,0,81,999,0,2,1,0,0,0,0,0
8,63,1,1,1,1405,2,0,1,0,81,996,0,1,1,0,0,0,0,0
8,218,1,1,1,1203,1,0,1,0,81,0,0,2,1,0,0,0,0,0
8,433,1,1,2,1045,6,0,1,0,81,996,0,2,1,0,1,0,0,0
9,138,1,1,1,1152,6,0,1,0,81,996,0,2,0,0,98,0,0,0
10,105,3,2,1,1034,7,0,1,0,81,996,0,2,0,0,0,0,0,0
12,123,2,2,1,2148,7,0,1,0,81,995,0,1,1,0,0,0,0,0
12,180,1,1,1,1457,4,0,1,0,81,996,0,1,0,0,0,0,0,0
12,208,1,1,1,1226,5,0,1,0,81,0,0,1,1,0,0,0,0,0
12,225,2,1,1,2040,4,0,1,0,81,995,0,1,0,0,0,0,0,0
12,225,2,2,1,2040,4,0,1,0,81,996,0,2,0,0,0,0,0,0
12,285,1,1,1,1445,2,0,1,0,81,996,0,2,0,0,0,0,0,0
12,481,1,1,1,1623,4,0,2,0,81,996,0,1,2,0,0,0,0,0
12,516,1,1,1,1850,3,0,1,0,81,120,0,1,1,0,9,1,0,0
12,527,1,1,1,1502,1,0,1,0,81,0,0,1,1,0,99,0,0,0
12,649,2,1,1,2040,3,0,1,0,81,996,0,1,0,6,0,0,0,0
12,1131,1,1,1,2115,1,0,1,0,81,996,0,1,1,0,99,0,0,0
12,1458,2,3,10,1558,7,0,2,0,81,995,0,1,2,6,0,0,0,0
12,1728,1,1,1,1210,1,0,1,0,81,996,0,1,0,0,0,0,0,0
12,1742,2,1,2,1430,7,0,1,0,81,996,0,1,0,0,0,0,0,0
12,1859,1,2,10,823,4,0,1,0,81,995,0,1,1,0,0,0,93,0
12,1869,1,1,1,1928,2,0,1,0,81,995,0,2,0,0,0,0,0,0
12,2124,2,1,2,1055,3,0,1,0,81,996,0,2,0,0,0,0,0,0
12,2175,2,1,1,2232,1,0,1,0,81,0,0,1,1,0,99,0,0,0
12,2184,2,1,1,805,5,0,1,0,81,995,0,1,1,0,0,0,99,99
12,2368,1,1,1,1810,1,0,1,0,81,996,0,1,0,0,0,0,0,0
12,2446,1,1,1,1753,2,0,1,0,81,995,0,2,0,0,0,0,0,0
12,2699,1,1,1,1035,2,0,1,0,81,0,0,1,1,6,0,0,0,0
12,2712,2,1,10,1026,2,0,1,0,81,995,0,1,1,0,0,0,0,0
12,2773,1,2,1,1425,5,0,1,0,81,995,0,2,1,0,0,0,0,0
12,2799,1,1,1,1800,7,0,1,0,81,995,0,1,1,0,0,0,0,0
13,117,1,1,1,1530,6,0,2,0,81,0,0,1,2,0,0,0,0,0
13,274,2,1,2,1045,1,0,1,1,81,996,0,1,0,0,0,0,0,0
13,359,1,2,1,1150,4,0,1,0,81,996,0,2,1,0,0,0,0,0
13,529,2,2,10,2028,2,0,1,0,81,996,0,2,1,0,0,0,0,0
13,685,1,2,10,1445,3,0,1,0,81,996,0,2,0,0,0,0,0,0
13,1097,1,1,2,1546,1,0,2,0,81,0,0,1,2,0,0,0,99,0
13,1126,1,1,2,528,2,0,1,0,81,0,0,1,1,0,99,0,0,1
13,1203,1,1,2,724,4,0,1,0,81,996,0,2,1,0,0,0,0,0
13,1299,1,1,2,1845,4,0,1,0,81,996,0,1,1,0,0,0,0,0
13,1299,1,2,2,1845,4,0,1,0,81,996,0,2,1,0,0,0,0,0
16,20,1,1,1,705,1,0,2,0,81,0,0,1,2,0,0,1,0,0
16,163,1,1,1,1420,1,0,2,0,81,995,0,2,2,0,0,0,96,0
16,177,2,1,1,1222,4,0,1,0,81,996,0,1,1,0,0,0,96,99
17,273,1,1,1,1352,2,0,1,0,81,996,0,2,0,0,0,0,0,0
17,432,1,1,1,1516,3,0,1,0,81,996,0,1,1,0,0,0,0,0
17,447,1,1,1,1712,1,0,1,0,81,996,0,2,0,0,0,0,0,2
17,604,1,2,1,1131,4,0,1,0,81,0,0,1,1,0,98,0,0,0
17,637,1,1,1,1518,1,0,1,0,81,996,0,1,1,0,99,0,0,99
17,670,1,1,1,1726,3,0,1,0,81,0,0,2,1,0,0,0,99,0
17,830,2,3,1,1605,1,0,1,0,81,996,0,2,0,0,8,0,0,0
18,127,1,1,10,1740,4,0,1,0,81,0,0,1,1,0,99,0,0,0
18,514,1,1,10,1439,3,0,1,0,81,996,0,2,1,0,99,0,0,0
18,558,2,1,1,2106,6,0,1,0,81,996,0,1,1,0,0,0,0,0
18,558,2,2,1,2106,6,0,1,0,81,996,0,2,1,0,0,0,0,0
18,564,2,1,1,1207,3,0,1,0,81,996,0,1,1,0,0,0,0,0
19,6,1,1,10,1245,3,0,1,0,81,996,0,2,1,0,99,0,99,0
19,26,1,2,10,820,6,0,1,0,81,995,0,2,1,6,0,0,0,0
19,65,2,2,10,2042,2,0,1,0,81,996,0,2,1,0,0,0,99,0
21,108,1,1,1,1601,4,0,1,1,81,996,0,1,0,0,0,0,0,0
21,120,1,1,1,1250,1,0,1,0,81,996,0,2,1,0,0,0,1,0
21,478,1,1,1,1020,6,0,1,0,81,996,0,1,0,8,0,0,0,0
22,289,1,1,1,1225,7,0,1,0,81,0,0,1,1,0,0,0,99,99
24,176,1,1,1,1330,7,0,1,0,81,0,0,2,1,0,0,0,1,0
24,421,1,3,1,628,6,0,2,0,81,995,0,2,1,0,0,0,93,0
26,88,1,2,1,1513,7,0,1,1,81,996,0,2,1,0,0,0,0,0
26,98,1,1,1,2015,2,0,1,0,81,996,0,2,0,0,0,0,0,0
26,245,2,1,1,2010,1,0,1,0,81,996,0,1,1,0,0,0,0,0
26,433,1,1,1,1451,6,0,1,0,81,0,0,1,1,0,99,0,99,0
26,602,1,2,1,1124,2,0,1,0,81,996,0,1,0,0,0,0,0,0
26,705,1,1,1,2012,4,0,1,0,81,996,0,1,0,0,0,0,0,0
26,738,1,2,10,1252,7,0,1,0,81,996,0,2,1,0,0,0,0,0
26,801,1,1,1,1538,4,0,1,0,81,995,0,1,1,0,0,0,0,0
26,863,1,1,10,2209,4,0,1,0,81,996,0,1,0,0,0,0,0,0
26,914,1,1,10,1725,4,0,1,0,81,996,0,2,1,0,99,0,99,0
27,28,1,2,10,1439,6,0,1,0,81,996,0,2,1,0,0,0,0,0
27,78,2,2,1,1630,4,0,1,0,81,996,0,1,1,0,0,0,0,0
27,112,2,1,1,1602,7,0,1,0,81,996,0,1,0,0,0,0,17,0
27,113,2,2,10,953,1,0,1,0,81,0,0,1,1,0,0,0,0,0
27,273,1,1,1,1758,3,0,1,0,81,35,0,1,1,0,99,1,0,0
27,309,1,1,1,1030,7,0,1,0,81,0,0,2,1,0,0,0,99,0
28,292,2,2,1,1303,3,0,2,0,81,0,0,2,2,0,0,1,96,0
28,421,2,1,10,1505,2,0,1,0,81,996,0,1,1,0,0,0,96,0
28,421,2,2,10,1505,2,0,1,0,81,0,0,2,1,0,0,0,96,0
28,448,1,1,1,52,6,0,1,0,81,996,0,1,1,0,99,0,96,0
28,453,2,1,1,811,5,0,1,0,81,996,0,1,0,0,0,0,96,0
28,526,2,1,1,1701,2,0,1,0,81,996,0,1,1,0,0,0,96,0
29,101,1,1,1,525,1,0,1,0,81,0,0,2,1,0,98,0,0,0
29,264,1,1,10,1115,2,0,1,0,81,0,0,2,1,0,10,0,0,0
29,372,2,1,1,1034,5,0,1,0,81,0,0,2,1,0,98,0,0,0
29,372,2,2,1,1034,5,0,1,0,81,996,0,2,1,0,98,0,0,0
29,439,1,1,10,1205,2,0,1,0,81,0,0,1,1,0,1,0,0,0
29,442,2,1,10,955,7,0,1,1,81,996,0,2,1,0,98,0,17,0
29,625,1,2,1,1725,7,0,2,0,81,0,0,2,2,0,10,0,0,0
29,678,1,1,10,830,4,0,1,0,81,996,0,1,1,0,98,0,0,0
31,56,1,1,1,1502,2,0,1,0,81,0,0,1,1,0,96,0,0,0
31,201,2,1,1,1400,7,0,1,0,81,996,0,1,0,0,0,0,0,0
31,219,1,1,1,1253,4,0,1,0,81,996,0,1,1,0,0,0,0,0
32,228,1,1,1,1546,3,0,1,0,81,0,0,1,1,0,0,0,0,0
33,19,2,4,1,2137,2,0,1,1,81,996,0,2,0,0,0,0,0,0
34,18,2,2,1,1717,5,0,1,1,81,996,0,2,1,6,0,0,0,0
34,21,1,1,1,204,7,0,1,0,81,70,0,1,1,0,9,1,96,0
34,28,1,1,1,1347,2,0,1,0,81,996,0,2,0,0,0,0,0,0
34,190,1,2,1,1105,5,0,1,0,81,996,0,2,1,0,0,0,93,0
34,230,1,1,1,953,3,0,1,0,81,996,0,1,0,0,0,0,93,2
34,452,2,1,1,1652,7,0,1,0,81,996,0,1,0,0,0,0,0,0
34,476,1,2,1,1625,4,0,1,0,81,996,0,1,0,0,0,0,93,0
34,503,1,1,1,1232,3,0,1,0,81,0,0,1,1,0,2,0,0,0
36,15,1,1,10,456,4,0,1,0,81,0,0,1,1,6,0,0,0,0
36,46,1,1,10,1745,6,0,1,0,81,0,0,1,1,0,0,0,0,6
36,226,1,1,1,1104,4,0,1,0,81,995,0,2,1,0,2,0,0,0
36,230,2,3,1,1928,4,0,1,0,81,0,0,2,1,6,0,0,0,0
36,381,2,1,10,1456,7,0,1,0,81,995,0,2,1,0,0,0,0,0
36,410,1,2,1,1018,2,0,1,0,81,0,0,2,1,0,0,0,0,0
36,839,1,1,1,930,3,0,1,0,81,995,0,1,0,0,0,0,0,0
37,6,1,1,5,337,5,0,1,0,81,0,0,2,1,0,0,0,0,0
37,90,1,1,1,949,1,0,1,0,81,0,0,1,1,0,0,0,0,0
37,169,1,1,1,1150,4,0,1,0,81,0,0,1,1,0,0,0,0,0
37,188,1,2,1,1317,5,0,1,0,81,0,0,2,1,0,0,0,0,0
37,248,1,2,2,1946,6,0,1,1,81,0,0,2,1,0,9,1,0,0
37,387,1,1,1,1214,1,0,1,1,81,999,0,1,1,6,0,0,0,0
37,397,1,1,1,1707,4,0,1,0,81,0,0,1,1,0,0,0,0,0
37,399,1,1,1,2051,3,0,1,0,81,996,0,1,0,0,0,0,0,0
37,453,1,1,1,1200,6,0,1,0,81,996,0,2,1,0,0,0,93,0
37,1019,2,1,1,1048,6,0,1,0,81,0,0,1,1,0,0,0,0,0
37,1200,2,2,1,1552,4,0,1,1,81,996,0,2,1,0,0,0,96,0
37,1206,2,1,1,1229,6,0,1,0,81,996,0,1,1,0,99,0,96,0
37,1210,1,1,1,938,4,0,1,0,81,0,0,2,1,0,0,0,96,0
38,58,2,3,10,1147,4,0,3,0,81,0,0,2,3,0,0,0,0,0
39,42,1,1,10,1023,3,0,1,0,81,0,0,2,1,0,0,0,0,0
39,160,2,1,1,1647,4,0,1,0,81,996,0,1,1,0,0,0,0,0
39,421,1,1,10,1434,3,0,1,0,81,996,0,1,1,0,0,0,0,0
39,475,1,1,10,1121,5,0,1,1,81,0,0,2,1,0,0,0,0,0
39,852,1,1,10,1613,5,0,1,0,81,0,0,2,1,0,0,0,0,0
39,987,1,1,1,2144,4,0,1,0,81,0,0,2,1,0,0,0,99,0
40,36,1,1,1,1647,2,0,1,0,81,0,0,1,1,0,0,0,99,0
40,103,2,1,1,1258,7,0,1,1,81,0,0,1,1,0,99,0,0,0
40,211,1,1,2,705,7,0,1,0,81,996,0,1,1,0,99,0,98,0
40,360,1,2,1,1055,6,0,1,0,81,0,0,1,1,0,0,0,0,0
40,388,1,1,1,1237,6,0,1,1,81,0,0,1,1,0,0,0,0,0
40,408,1,1,1,640,3,0,1,0,81,0,0,2,1,0,99,0,99,0
40,421,1,1,2,1103,2,0,1,0,81,996,0,1,1,0,0,0,93,1
41,161,2,1,1,1147,7,0,1,1,81,996,0,1,0,0,99,0,96,0
41,250,2,1,10,1405,4,0,1,0,81,996,0,1,1,0,0,0,96,0
41,380,2,1,98,1520,5,0,1,0,81,996,0,1,0,0,98,0,96,0
42,113,1,1,1,1325,5,0,2,0,81,0,0,2,2,0,99,0,0,0
42,192,1,1,1,1515,3,0,1,1,81,0,0,1,1,6,99,0,0,0
42,257,1,1,1,1440,6,0,2,1,81,0,0,1,2,0,0,0,0,0
42,282,2,1,1,1445,3,0,1,0,81,996,0,2,1,0,0,0,0,0
42,437,3,1,1,916,3,0,1,0,81,996,0,2,0,0,0,0,0,0
42,458,1,1,1,1258,6,0,1,1,81,0,0,2,1,0,99,0,0,0
42,553,1,1,1,735,5,0,1,0,81,996,0,1,1,0,1,0,92,0
42,570,1,1,1,1252,7,0,1,1,81,996,0,1,1,0,99,0,3,0
42,744,1,1,1,1501,2,0,1,0,81,996,0,2,1,0,0,0,0,0
42,868,1,1,1,1700,6,0,2,1,81,0,0,1,2,0,1,0,0,0
42,896,1,1,1,1408,3,0,2,1,81,0,0,2,2,0,0,0,0,0
45,279,2,1,10,911,1,0,1,0,81,995,0,1,1,0,0,0,96,0
45,734,1,2,1,1450,4,0,1,0,81,995,0,2,1,0,0,0,96,0
46,22,2,1,1,1832,5,0,1,0,81,0,0,2,0,0,98,0,0,2
46,36,1,1,1,1750,5,0,1,0,81,0,0,1,1,6,98,0,0,0
47,760,1,2,10,1400,5,0,1,0,81,0,0,2,1,0,0,0,15,0
48,67,1,2,4,835,4,0,1,1,81,996,0,1,1,0,0,0,0,0
48,208,1,1,1,1430,3,0,1,0,81,996,0,1,1,0,0,0,0,0
48,213,2,2,1,1001,6,0,1,0,81,996,0,1,1,6,0,0,0,0
48,244,2,3,1,1442,4,0,1,0,81,996,0,2,1,0,0,0,0,0
48,764,2,2,1,1632,7,0,2,0,81,996,0,2,2,0,0,0,93,0
48,1095,1,2,10,1058,3,0,2,0,81,996,0,2,2,0,0,0,0,0
48,1396,2,1,1,1209,2,0,1,1,81,0,0,1,1,0,0,0,0,0
48,1788,2,1,1,1203,7,0,3,0,81,996,0,2,3,0,0,0,0,0
48,1828,1,1,1,1434,1,0,1,0,81,0,0,2,1,0,0,0,13,0
48,1921,1,1,1,1357,6,0,1,0,81,0,0,1,1,0,0,0,0,0
48,1938,2,1,1,1454,4,0,1,1,81,996,0,2,1,0,0,0,0,0
48,2040,2,3,1,1525,5,0,1,1,81,996,0,1,1,0,0,0,93,0
48,2372,1,1,1,1634,5,0,1,0,81,996,0,2,0,0,0,0,0,"04, 05"
48,2470,2,1,10,1420,5,0,1,0,81,996,0,1,1,0,0,0,0,0
48,2470,2,2,10,1420,5,0,1,0,81,996,0,2,1,0,0,0,0,0
48,2482,1,1,2,706,5,0,1,0,81,996,0,2,0,0,0,0,93,0
48,2674,1,1,1,613,6,0,1,0,81,996,0,1,0,0,0,0,0,0
48,3008,2,1,1,1939,5,0,1,0,81,996,0,1,0,0,0,0,0,0
48,3068,1,2,1,1502,3,0,1,0,81,0,0,2,1,0,0,0,0,0
49,137,1,1,1,1231,3,0,1,0,81,0,0,2,1,0,99,0,99,0
51,34,1,1,1,1418,3,0,1,0,81,996,0,1,1,0,0,0,0,0
51,251,1,1,1,1313,2,0,1,0,81,996,0,2,1,0,99,0,0,0
51,302,2,1,1,1229,6,0,1,0,81,996,0,2,0,0,0,0,0,0
51,581,1,2,1,500,1,0,1,0,81,996,0,2,1,0,2,0,96,0
51,607,1,1,2,1832,5,0,1,1,81,996,0,1,1,0,99,0,0,0
51,682,1,1,1,1239,7,0,1,0,81,996,0,1,0,0,0,0,0,98
