statenum,casenum,vnumber,pnumber,atmcond,acctime,dayofweek,holiday,numfatal,speeding,age,alcres,drugres3,sex,vfatcount,commlic,dricondatcrashtime,malcohol,dridistract,drivisobs
47,750,1,1,1,1620,6,0,2,0,43,996,0,1,1,0,0,0,99,0
47,763,1,1,1,2159,5,0,1,0,43,999,0,1,1,0,99,0,12,0
47,801,1,1,1,1855,3,0,1,0,43,996,0,1,0,0,0,0,99,0
47,822,1,1,10,2345,6,0,1,0,43,996,0,1,0,0,0,0,99,0
47,854,2,1,10,1450,4,0,1,0,43,0,0,1,1,6,99,0,99,0
47,877,1,3,2,226,5,0,1,1,43,996,0,2,1,0,0,0,0,0
47,879,1,1,10,1600,3,0,2,0,43,0,0,2,1,0,99,0,15,0
47,893,1,2,10,1416,2,0,1,0,43,0,348,1,1,0,99,0,0,0
48,48,1,2,10,732,6,0,2,1,43,996,0,1,0,6,0,0,0,0
48,51,1,1,2,1856,6,0,1,1,43,996,0,1,1,6,0,0,0,0
48,84,1,1,10,2210,6,0,1,0,43,996,0,1,1,6,0,0,93,0
48,134,1,1,5,750,3,0,1,0,43,996,0,1,0,6,0,0,0,0
48,175,2,1,2,700,3,0,1,0,43,996,0,1,0,6,0,0,0,0
48,252,2,1,1,2250,6,0,1,1,43,996,0,1,0,6,0,0,0,0
48,265,1,1,1,5,2,0,1,1,43,996,0,2,1,0,0,0,0,0
48,270,1,1,1,1931,3,0,1,0,43,996,0,1,0,0,0,1,10,0
48,293,1,1,1,1548,6,0,1,0,43,996,0,1,0,0,0,0,0,0
48,391,1,1,1,13,6,0,1,1,43,207,0,1,1,0,9,1,0,0
48,417,1,1,3,900,6,0,1,1,43,996,0,1,0,6,0,0,0,0
48,443,2,1,2,118,5,0,2,0,43,996,0,1,0,0,0,0,0,0
48,470,3,1,10,1941,3,0,2,1,43,996,0,1,0,0,0,0,0,0
48,471,1,2,1,215,3,0,1,1,43,996,0,1,1,0,0,0,0,0
48,569,1,1,2,525,6,0,1,1,43,996,0,1,0,6,0,0,0,0
48,595,2,1,1,2020,6,0,1,0,43,996,0,2,0,0,0,0,0,0
48,616,1,1,1,442,1,0,1,0,43,996,0,1,1,0,0,0,0,0
48,620,1,1,1,1758,2,0,1,1,43,996,0,1,0,0,0,0,0,0
48,637,1,1,1,1917,6,0,1,0,43,996,0,1,1,0,0,0,0,0
48,667,2,1,10,1418,3,0,1,1,43,996,0,1,1,6,0,0,0,0
48,694,1,1,1,1552,7,0,1,0,43,996,0,1,1,0,0,0,0,0
48,709,1,2,1,1533,1,0,1,0,43,996,0,2,0,0,0,0,0,0
48,771,1,1,1,1817,1,0,1,1,43,174,0,1,1,0,0,1,0,0
48,881,1,1,1,2100,4,0,1,0,43,996,0,1,0,0,0,0,0,0
48,898,2,2,1,1030,6,0,1,1,43,996,0,2,1,0,0,0,0,0
48,928,1,1,1,1143,3,0,2,0,43,281,0,1,2,0,9,1,0,0
48,994,2,2,10,1638,6,0,2,1,43,996,0,2,1,7,0,0,0,0
48,1017,1,1,5,556,5,0,1,0,43,996,0,1,0,0,0,0,0,0
48,1092,2,1,1,946,1,0,1,1,43,996,0,2,1,0,0,0,0,0
48,1112,1,3,2,614,4,0,1,0,43,996,0,1,1,0,"02, 09",0,0,0
48,1146,1,1,1,805,4,0,1,0,43,996,0,1,1,6,0,0,0,0
48,1207,6,9,1,1225,4,0,2,1,43,996,0,1,2,99,0,0,0,0
48,1210,1,2,1,2043,5,0,2,0,43,996,0,2,0,6,0,0,93,0
48,1226,1,1,1,148,7,0,1,0,43,996,0,2,0,0,2,0,0,0
48,1233,1,1,1,132,1,0,1,0,43,997,0,1,1,0,0,0,0,0
48,1269,1,1,1,1838,1,0,1,0,43,12,0,2,1,0,0,1,0,0
48,1271,1,1,1,225,1,0,1,1,43,158,0,1,1,0,9,1,0,0
48,1271,1,2,1,225,1,0,1,1,43,996,0,2,1,0,9,1,0,0
48,1348,1,1,10,537,3,0,1,0,43,996,0,1,0,0,0,0,93,0
48,1366,1,1,1,1457,4,0,2,1,43,0,0,1,1,0,0,0,0,0
48,1376,1,2,1,1055,4,0,3,0,43,996,0,2,3,0,0,0,0,0
48,1434,2,1,10,151,1,0,1,0,43,996,0,2,1,0,0,0,0,0
48,1467,2,1,1,1722,4,0,1,0,43,996,0,1,0,8,0,0,0,0
48,1518,2,1,1,845,4,0,1,0,43,996,0,1,0,0,0,0,0,0
48,1522,1,1,1,2356,5,0,1,0,43,996,0,1,0,0,0,0,0,0
48,1566,1,1,1,2125,5,0,1,1,43,996,0,1,1,0,0,0,0,0
48,1625,1,1,1,2026,2,0,1,0,43,996,0,2,1,0,0,0,0,0
48,1626,1,1,1,2302,2,0,1,0,43,996,0,1,0,0,0,0,0,0
48,1634,4,1,1,1120,2,0,3,0,43,996,0,1,0,0,0,0,0,0
48,1639,2,1,1,1100,5,0,2,0,43,996,0,1,0,0,0,0,0,0
48,1649,1,2,1,801,5,0,1,0,43,996,0,2,1,0,2,0,0,0
48,1670,1,1,1,31,4,0,1,1,43,996,0,1,0,0,9,1,93,0
48,1783,1,1,1,1735,7,0,1,1,43,996,0,1,0,0,0,0,0,0
48,1788,1,2,1,1203,7,0,3,0,43,996,0,1,0,6,0,0,0,0
48,1823,1,1,1,230,7,0,1,0,43,996,0,1,0,6,0,0,0,0
48,1823,1,3,1,230,7,0,1,0,43,996,0,2,0,6,0,0,0,0
48,1876,2,1,1,2030,2,0,1,0,43,996,0,2,1,0,0,0,0,0
48,1896,1,1,1,2130,3,0,1,0,43,305,0,2,1,0,0,1,0,0
48,1970,1,1,1,2334,4,0,1,1,43,38,0,1,1,0,9,1,0,0
48,2036,2,1,1,1151,5,0,1,0,43,996,0,1,0,0,0,0,0,0
48,2040,2,2,1,1525,5,0,1,1,43,996,0,2,1,0,0,0,93,0
48,2072,1,1,1,755,3,0,1,0,43,996,0,1,1,0,1,0,0,0
48,2095,1,1,1,1007,5,0,2,1,43,0,0,1,2,0,0,0,0,0
48,2102,1,1,1,515,2,0,1,0,43,0,0,1,0,6,0,0,0,0
48,2191,2,1,1,228,7,0,1,0,43,996,0,1,0,6,0,0,0,0
48,2223,2,1,1,2249,6,0,1,0,43,996,0,1,0,0,0,0,0,0
48,2233,1,1,1,1615,5,0,1,0,43,996,0,2,1,0,0,0,0,0
48,2238,1,1,1,2055,6,0,1,0,43,997,0,1,0,0,0,0,0,0
48,2266,1,6,1,138,5,0,6,0,43,996,0,1,6,99,0,0,0,0
48,2266,1,9,1,138,5,0,6,0,43,996,0,1,6,99,0,0,0,0
48,2303,1,2,1,2205,7,0,1,0,43,996,0,1,1,0,"02, 09",1,0,0
48,2317,2,1,1,600,2,0,1,0,43,996,0,1,0,0,0,0,0,0
48,2358,1,1,1,1215,6,0,1,1,43,0,0,1,1,0,0,0,0,0
48,2398,1,2,1,1334,5,0,1,1,43,996,0,1,1,0,0,0,0,0
48,2554,1,1,1,25,3,0,1,0,43,250,0,1,1,0,9,1,0,0
48,2580,2,2,1,925,4,0,1,0,43,996,0,2,0,0,0,0,0,0
48,2622,1,1,10,2206,2,0,1,1,43,996,0,1,1,0,0,0,0,0
48,2635,2,1,10,1944,4,0,1,0,43,996,0,1,1,0,0,0,0,0
48,2755,3,1,2,1300,2,0,1,1,43,996,0,1,0,0,0,0,0,0
48,2821,1,1,1,1733,2,0,1,0,43,996,0,1,0,0,0,0,0,0
48,2855,2,1,1,436,6,0,1,1,43,0,0,1,1,6,0,0,0,0
48,2864,2,1,1,1319,1,0,1,0,43,996,0,2,1,0,0,0,0,0
48,2939,1,2,5,128,3,0,1,1,43,996,0,2,1,6,0,1,0,0
48,2968,2,1,1,239,7,0,1,0,43,176,0,2,1,0,0,1,0,0
48,3060,1,1,10,1851,1,0,1,0,43,996,0,1,0,0,0,0,0,0
48,3129,1,2,10,1140,5,0,1,0,43,996,0,1,1,0,0,0,0,0
48,3192,1,1,1,1733,3,0,1,0,43,0,0,1,1,0,9,0,0,0
48,3192,1,2,1,1733,3,0,1,0,43,996,0,2,1,0,9,0,0,0
48,3233,1,1,10,1605,5,0,1,0,43,997,0,2,1,0,0,0,0,0
48,3233,3,1,10,1605,5,0,1,0,43,996,0,1,0,0,0,0,0,0
48,3235,1,1,10,1538,7,0,1,0,43,261,0,1,1,0,9,1,0,0
48,3258,1,1,1,0,7,0,1,0,43,996,0,1,1,0,0,1,93,0
49,95,1,2,10,1512,6,0,1,0,43,0,0,1,1,0,2,0,0,0
49,101,1,1,1,858,2,0,1,0,43,0,0,2,0,0,0,0,99,0
49,103,2,1,1,650,4,0,1,0,43,996,0,2,0,0,0,0,0,0
49,110,1,1,1,1420,2,0,1,1,43,0,0,1,1,6,99,0,99,0
49,143,2,3,10,1916,4,0,1,0,43,996,0,2,1,0,0,0,0,0
49,169,3,1,2,1419,4,0,1,1,43,996,0,1,0,0,0,0,0,0
49,217,1,1,1,1838,4,0,2,0,43,996,0,1,0,6,0,0,99,0
49,238,2,1,10,1534,6,0,1,1,43,0,0,1,1,0,0,0,0,0
50,34,2,1,1,549,6,0,1,0,43,996,0,1,1,0,0,0,0,0
51,34,1,4,1,1418,3,0,1,0,43,203,0,1,1,0,0,0,0,0
51,78,4,1,4,1750,6,0,1,1,43,996,0,1,0,0,0,0,0,0
51,136,3,1,1,1307,2,0,1,1,43,996,0,1,0,6,0,0,0,0
51,171,2,1,2,916,4,0,1,0,43,0,0,2,1,0,99,0,98,98
51,181,1,1,1,2145,7,0,1,0,43,209,0,1,1,0,99,1,0,0
51,249,1,1,1,19,1,0,2,1,43,156,0,1,2,0,99,1,0,0
51,279,1,1,1,1549,1,0,1,0,43,68,0,1,1,6,99,1,0,0
51,284,1,1,1,120,1,0,1,0,43,996,0,1,0,0,0,0,96,0
51,286,2,1,1,325,7,0,1,1,43,996,0,1,0,6,0,0,96,0
51,317,1,1,1,222,7,0,1,0,43,78,0,1,1,0,9,1,96,0
51,321,1,1,1,1451,1,0,1,1,43,0,0,1,1,0,0,0,0,0
51,339,1,1,1,1518,7,0,1,0,43,0,0,1,1,0,99,0,98,0
51,423,1,1,1,1253,5,0,1,0,43,996,0,1,1,0,0,0,0,0
51,487,2,1,1,1517,4,0,1,0,43,996,0,1,0,0,0,0,0,0
51,546,1,1,1,2339,7,0,1,0,43,996,0,1,1,1,99,0,98,0
51,560,2,1,1,653,6,0,1,0,43,996,0,1,1,0,0,0,0,0
51,682,2,1,1,1239,7,0,1,0,43,0,0,1,1,0,0,0,0,0
51,689,4,1,1,1749,7,0,1,0,43,996,0,1,0,0,0,0,0,0
53,138,1,1,1,1505,5,0,1,1,43,71,0,1,1,0,9,1,96,0
53,206,1,2,1,233,1,0,1,0,43,996,0,1,1,0,0,0,93,0
53,289,2,1,1,2217,4,0,1,1,43,996,0,2,0,0,0,0,0,0
53,289,2,2,1,2217,4,0,1,1,43,996,0,1,0,0,0,0,0,0
53,351,1,1,1,1718,7,0,1,0,43,110,0,1,1,0,9,1,96,0
53,380,1,22,1,1111,5,0,5,0,43,996,0,2,0,6,0,0,96,0
53,380,1,29,1,1111,5,0,5,0,43,996,0,2,0,6,0,0,96,0
53,390,1,1,1,1025,3,0,1,0,43,996,0,1,0,0,0,0,92,0
53,465,1,1,10,715,6,0,1,0,43,0,0,1,0,0,0,0,0,0
53,487,1,1,10,1720,1,0,1,0,43,31,0,1,0,6,9,1,96,0
54,43,1,1,1,1147,1,0,1,1,43,997,0,1,0,0,99,0,0,0
54,43,2,1,1,1147,1,0,1,1,43,0,996,2,1,0,99,0,0,0
54,47,1,1,1,1217,1,0,1,0,43,0,0,1,1,0,0,0,0,0
54,75,1,2,1,1808,4,0,1,0,43,996,0,1,1,0,0,0,0,0
54,100,1,1,10,1843,3,0,2,1,43,180,1,1,2,0,99,1,0,0
54,122,1,1,1,120,4,0,1,1,43,190,0,1,1,0,9,1,0,0
54,130,2,2,1,326,6,0,1,0,43,996,0,2,0,0,0,0,0,0
54,144,1,3,1,48,2,0,2,0,43,140,0,1,2,0,9,1,0,0
54,148,3,1,1,1358,5,0,1,1,43,996,0,1,0,0,0,0,0,0
54,224,3,1,1,1743,6,0,1,0,43,996,0,2,0,0,0,0,0,0
54,227,2,2,2,2045,4,0,1,0,43,996,0,1,1,0,0,0,0,0
54,235,1,1,10,1812,4,0,1,0,43,996,0,1,0,1,99,0,7,0
54,243,2,2,5,1907,2,0,1,0,43,996,0,2,1,0,0,0,0,0
55,11,2,1,11,734,6,0,1,1,43,996,0,1,0,6,0,0,0,1
55,154,2,1,10,1027,5,0,2,0,43,996,0,2,0,0,0,0,99,99
55,183,2,1,10,735,4,0,1,0,43,996,0,2,0,0,0,0,0,0
55,284,1,1,1,1113,7,0,1,0,43,0,0,1,1,0,99,0,0,0
55,303,1,1,1,1435,7,0,2,0,43,0,0,1,0,6,0,0,0,0
55,397,2,1,1,1325,7,0,1,0,43,63,0,1,1,0,99,1,99,3
56,49,1,1,5,50,6,0,1,0,43,996,0,1,1,0,99,0,99,0
1,11,2,1,1,2055,4,0,1,0,42,0,0,2,1,0,0,0,0,0
1,65,2,1,1,1047,7,0,1,1,42,0,0,1,1,0,0,0,0,0
1,131,1,2,1,1940,3,0,1,0,42,996,0,2,0,0,9,0,0,0
1,140,1,1,1,1830,7,0,1,0,42,48,0,1,1,0,99,1,99,0
1,146,3,1,1,2004,7,0,1,0,42,996,0,2,0,0,99,0,0,0
1,177,1,2,2,2005,5,0,1,0,42,996,0,2,1,0,0,0,99,0
1,250,1,1,1,653,2,0,1,0,42,996,0,1,0,5,99,0,15,0
1,306,2,1,1,1507,1,0,1,0,42,996,0,1,0,6,0,0,0,0
1,349,2,1,1,1430,4,0,1,0,42,0,0,1,0,6,0,0,0,0
1,405,2,1,1,2040,2,0,1,1,42,996,0,1,0,0,99,0,1,0
1,427,1,1,2,1830,4,0,1,1,42,996,0,1,1,0,0,0,0,0
1,516,2,1,1,1155,5,0,1,0,42,996,0,1,0,6,0,0,0,0
1,539,2,1,1,400,5,0,1,0,42,0,0,1,0,6,0,0,0,0
1,575,1,1,1,520,7,0,1,1,42,164,0,1,1,0,9,1,99,0
1,613,1,1,1,219,6,0,1,1,42,322,0,1,1,0,99,1,99,0
1,671,1,1,1,1541,7,0,1,0,42,244,0,2,1,0,99,1,0,0
1,673,1,1,1,53,4,0,1,0,42,270,0,1,1,0,99,1,0,0
1,673,2,1,1,53,4,0,1,0,42,996,0,1,0,6,0,0,0,0
1,719,1,1,1,305,7,0,1,0,42,200,0,1,1,0,9,1,0,0
2,21,1,1,1,1441,6,0,1,0,42,996,0,1,1,0,0,0,12,0
4,32,1,1,2,1856,7,0,1,0,42,0,0,1,0,0,0,0,0,0
4,45,1,1,1,1903,7,0,1,1,42,996,0,1,0,2,0,0,12,0
4,75,1,1,1,1830,5,0,1,0,42,996,0,1,0,6,0,0,1,0
4,177,1,1,1,1153,2,0,1,1,42,0,605,1,1,0,99,0,0,0
4,208,1,1,1,1341,3,0,1,0,42,0,0,1,0,0,0,0,0,0
4,288,1,1,1,2203,4,0,1,0,42,996,0,1,1,0,99,0,0,0
4,305,1,1,1,1347,3,0,1,0,42,40,996,2,1,0,99,1,99,0
4,383,1,1,1,135,1,0,1,0,42,0,0,1,0,0,0,0,1,0
4,395,2,1,10,1850,2,0,1,0,42,996,0,2,0,0,0,0,0,0
4,403,1,1,99,2241,5,0,1,0,42,996,0,1,0,0,0,0,99,99
4,424,1,3,1,1314,5,0,2,0,42,996,0,2,0,0,0,0,0,0
4,451,2,1,10,2315,3,0,1,0,42,0,0,1,1,0,0,0,0,0
4,474,2,1,1,739,3,0,1,0,42,996,0,1,0,0,0,0,0,0
4,507,3,2,10,2006,6,0,1,1,42,996,0,2,0,6,0,0,0,0
4,593,1,2,1,1806,3,0,1,0,42,996,0,2,0,0,0,0,1,0
4,601,1,1,10,2234,4,0,1,0,42,0,0,2,1,0,0,0,3,0
4,623,1,1,1,1843,7,0,1,0,42,0,0,1,1,0,99,0,99,0
4,662,1,1,1,924,7,0,1,1,42,996,0,2,0,0,0,0,0,0
4,663,2,2,1,1109,7,0,1,0,42,996,0,2,0,6,0,0,0,0
4,674,1,1,10,926,4,0,1,1,42,996,0,1,1,0,99,0,99,0
4,677,2,1,1,1645,7,0,1,0,42,0,0,1,1,0,99,0,99,0
4,680,1,4,1,854,1,0,2,0,42,996,0,1,2,0,9,1,99,0
4,714,1,1,10,1900,3,0,1,0,42,0,0,1,0,0,0,0,0,0
4,763,1,1,1,1909,3,0,1,0,42,996,0,2,0,0,0,0,99,2
4,806,4,1,1,1738,4,0,1,0,42,996,0,2,0,0,0,0,0,0
4,824,1,1,1,107,7,0,1,0,42,996,0,1,0,0,0,0,0,0
4,833,1,1,1,1209,3,0,1,1,42,996,0,1,1,0,9,1,99,99
4,836,1,2,99,2045,6,0,1,0,42,999,0,1,1,99,99,0,99,99
5,78,1,1,1,1715,6,0,1,0,42,295,0,1,1,0,98,1,96,0
5,124,2,1,1,758,6,0,1,0,42,999,0,1,0,6,0,0,0,3
5,150,3,1,1,1813,7,0,1,0,42,0,0,1,0,0,0,0,96,0
5,186,2,1,1,1611,7,0,1,0,42,999,0,1,1,0,98,0,99,0
5,187,1,1,1,645,1,0,1,0,42,999,0,1,1,0,99,0,99,99
5,211,1,1,1,1738,7,0,1,0,42,0,187,1,1,0,99,0,96,99
5,233,2,1,1,1500,5,0,1,0,42,0,0,1,0,6,0,0,0,0
5,247,1,1,1,644,6,0,1,0,42,0,0,1,1,0,99,0,99,99
5,250,2,1,1,2208,6,0,1,0,42,0,0,1,0,0,0,0,0,0
5,268,1,2,1,1025,7,0,1,0,42,140,0,1,1,0,9,1,0,0
5,280,2,1,1,51,1,0,1,0,42,99,0,2,0,0,99,1,0,0
5,283,2,1,1,1035,4,0,1,1,42,0,417,1,1,0,99,0,12,0
5,310,1,2,1,1655,1,0,1,1,42,996,0,1,0,0,0,0,0,0
5,315,1,1,1,2030,5,0,1,1,42,153,0,1,1,0,99,1,99,0
5,319,2,1,1,2101,7,0,1,0,42,0,0,1,1,0,0,0,99,99
5,333,2,1,1,2316,3,0,1,1,42,996,0,1,0,0,0,0,0,3
5,392,2,1,2,1445,6,0,1,0,42,0,0,1,0,6,0,0,0,1
5,412,1,8,2,55,6,0,6,0,42,996,0,1,6,6,99,0,99,0
5,434,2,1,1,1732,5,0,1,0,42,0,0,1,1,0,99,0,96,99
5,436,1,1,1,950,7,0,1,1,42,0,0,1,0,0,0,0,0,0
5,455,1,1,1,924,5,0,1,0,42,0,0,1,0,6,0,0,0,0
5,459,1,1,1,1713,7,0,1,0,42,0,0,1,0,0,2,0,0,0
5,469,1,1,1,1627,2,0,1,1,42,0,187,2,1,0,99,0,19,0
5,469,1,5,1,1627,2,0,1,1,42,996,0,1,1,0,99,0,19,0
5,470,1,2,1,1321,3,0,2,0,42,996,0,1,2,0,99,0,99,0
5,475,1,1,5,2345,2,0,1,0,42,0,0,2,0,0,99,0,12,0
6,18,1,1,1,1732,3,0,1,0,42,996,0,1,0,6,0,0,0,0
6,36,2,1,5,530,2,0,1,0,42,996,0,1,0,6,0,0,0,1
6,46,1,1,5,650,3,0,5,0,42,0,0,1,5,0,99,0,99,1
6,46,1,2,5,650,3,0,5,0,42,0,0,1,5,0,99,0,99,1
6,59,2,1,1,442,5,0,1,0,42,996,0,1,0,6,0,0,0,0
6,161,1,2,1,1410,7,0,1,0,42,996,0,1,1,0,99,0,0,0
6,237,2,1,1,1230,5,0,1,0,42,0,0,1,1,0,99,0,0,0
6,377,1,2,10,2355,6,0,1,0,42,996,0,2,0,0,0,0,0,0
6,415,1,1,10,1550,4,0,1,1,42,0,0,1,1,0,99,0,0,0
6,423,3,1,1,1645,5,0,1,1,42,996,0,1,0,6,0,0,0,0
6,426,1,1,1,359,1,0,1,0,42,191,0,1,1,0,99,1,0,0
6,427,2,1,1,1701,1,0,1,0,42,0,0,2,1,0,99,0,0,0
6,473,1,1,1,635,3,0,1,1,42,996,0,1,0,0,0,0,0,0
6,491,3,1,1,1745,1,0,1,0,42,996,0,1,0,0,0,0,96,0
6,492,1,1,98,103,2,0,1,0,42,996,0,1,0,6,0,0,0,0
6,774,3,1,1,1115,4,0,1,0,42,996,0,1,0,0,0,0,0,0
6,878,1,1,1,158,1,0,1,0,42,0,0,1,1,6,99,0,0,0
6,912,1,1,1,1725,2,0,1,0,42,996,0,2,0,6,0,0,98,2
6,996,1,1,1,33,3,0,3,0,42,19,0,1,1,0,9,1,96,0
6,999,3,2,1,2248,4,0,1,0,42,996,0,2,0,0,0,0,0,0
6,1090,2,1,1,1456,5,0,1,0,42,0,0,1,1,0,0,0,0,0
6,1286,3,1,1,940,4,0,1,1,42,996,0,1,0,0,0,0,0,0
6,1297,1,2,1,1831,3,0,1,1,42,0,0,1,1,0,9,1,96,0
6,1319,2,1,1,455,1,0,2,0,42,996,0,1,0,0,0,0,99,0
6,1348,3,1,1,2037,1,0,1,0,42,996,0,1,0,0,0,0,0,0
6,1354,2,2,1,1557,6,0,1,1,42,996,0,2,0,99,0,0,0,0
6,1424,2,2,1,823,1,0,1,1,42,996,0,2,0,0,0,0,0,0
6,1442,2,2,1,1445,1,0,1,0,42,996,0,2,0,0,0,0,0,0
6,1464,1,1,1,1616,6,0,1,0,42,997,0,1,1,0,99,1,0,0
6,1484,3,1,1,452,4,0,1,1,42,996,0,1,0,0,0,0,0,0
6,1523,1,2,1,931,3,0,1,0,42,996,0,1,1,0,0,0,0,0
6,1530,1,3,1,615,2,0,3,0,42,0,0,2,3,0,99,0,0,0
6,1556,2,1,1,1500,3,0,1,0,42,996,0,1,0,0,0,0,0,0
6,1579,4,1,10,1046,3,0,1,1,42,996,0,1,0,6,0,0,0,0
6,1668,1,1,1,1738,3,0,1,1,42,996,0,1,0,0,0,0,0,0
6,1763,3,2,1,230,7,0,1,1,42,996,0,1,0,0,0,0,0,0
6,1795,5,1,1,2245,2,0,1,0,42,996,0,1,0,0,0,0,0,0
6,1801,2,2,1,615,2,0,1,1,42,996,0,1,0,6,0,0,0,0
6,1902,2,1,1,1758,5,0,1,0,42,0,0,1,1,0,0,0,0,0
6,1918,2,1,1,609,5,0,1,1,42,0,0,1,0,6,0,0,0,0
6,2004,1,1,5,700,2,0,1,1,42,996,0,2,0,0,0,0,0,0
6,2046,1,1,1,1047,4,0,1,0,42,996,0,2,0,0,0,0,0,0
6,2069,1,1,1,2030,6,0,1,0,42,150,0,1,0,0,9,1,96,0
6,2082,1,1,1,641,4,0,1,0,42,996,0,2,0,0,0,0,0,0
6,2090,1,1,1,1314,7,0,1,0,42,996,0,1,1,0,0,0,96,0
6,2114,1,1,1,2348,6,0,1,0,42,0,0,1,0,0,0,0,0,0
6,2127,1,1,10,119,3,0,1,1,42,390,0,1,1,0,99,1,99,0
6,2236,2,1,1,1440,1,0,1,1,42,996,0,1,0,0,0,0,17,0
6,2390,2,1,1,1800,3,0,1,0,42,996,0,1,0,0,0,0,0,0
6,2417,1,1,1,1719,7,0,1,1,42,170,996,1,1,0,9,1,99,0
6,2437,2,2,1,1724,2,0,1,0,42,996,0,1,0,0,0,0,0,0
6,2445,1,1,1,2220,3,0,1,1,42,996,0,1,0,0,0,0,1,0
6,2491,6,1,1,1615,6,0,1,0,42,996,0,2,0,6,0,0,6,0
6,2500,1,1,10,209,4,0,1,0,42,200,695,1,1,0,9,1,96,0
6,2531,4,1,1,1120,3,0,1,1,42,996,0,1,0,0,0,0,0,0
6,2549,3,1,1,1320,5,0,1,0,42,996,0,1,0,0,0,0,0,0
6,2550,2,1,1,1535,1,0,1,0,42,996,0,1,0,6,0,0,96,0
6,2550,2,2,1,1535,1,0,1,0,42,996,0,2,0,6,0,0,96,0
6,2560,3,1,2,1418,2,0,2,0,42,0,0,2,0,0,0,0,0,0
6,2623,3,1,1,818,4,0,1,1,42,996,0,1,0,0,0,0,0,0
6,2748,3,1,10,1350,5,0,1,0,42,996,0,1,0,6,0,0,0,0
6,2783,1,1,1,835,7,0,1,0,42,996,0,1,0,0,0,0,0,0
6,2789,1,1,1,2151,6,0,1,1,42,170,0,1,1,0,9,1,0,0
6,2858,2,1,1,40,1,0,1,0,42,0,0,1,1,0,0,0,0,0
6,2861,1,1,1,925,3,0,1,0,42,0,0,1,0,6,99,0,0,0
6,2877,1,1,1,2330,7,0,1,1,42,210,0,1,0,0,9,1,96,0
6,2917,2,1,1,1253,5,0,1,1,42,996,0,2,0,0,0,0,96,0
6,2942,1,1,1,723,7,0,1,0,42,0,0,1,0,0,0,0,96,0
6,3065,2,1,1,610,6,0,1,0,42,996,0,1,0,0,0,0,0,0
6,3079,1,1,1,100,6,0,1,0,42,0,0,1,0,6,0,0,0,0
6,3083,1,1,10,540,6,0,1,1,42,180,0,1,0,0,9,1,0,0
6,3088,1,1,1,817,3,0,1,0,42,996,0,2,0,0,0,0,96,2
8,20,1,1,1,1320,6,0,1,0,42,0,401,1,1,0,0,0,93,0
8,50,1,1,1,1443,5,0,1,1,42,996,0,1,1,99,0,0,93,0
8,120,2,1,1,1011,7,0,1,1,42,996,0,2,0,0,0,0,0,0
8,149,1,1,1,628,2,0,1,1,42,996,0,1,0,0,0,0,96,0
8,170,1,1,1,753,5,0,1,0,42,0,0,1,1,0,0,0,15,0
8,261,3,2,1,620,7,0,1,0,42,996,0,1,0,0,0,0,0,0
8,267,1,1,1,655,2,0,1,0,42,183,0,1,1,0,0,1,0,0
8,307,1,1,1,2101,1,0,1,1,42,179,0,1,1,0,9,1,96,0
8,331,1,1,1,1355,4,0,1,0,42,0,605,1,1,0,"02, 09",0,0,0
8,353,1,1,1,1145,7,0,1,0,42,996,0,2,0,0,0,0,0,0
8,466,2,1,1,152,5,0,1,0,42,996,0,1,0,6,0,0,0,0
8,513,2,1,1,2130,3,0,1,1,42,996,0,1,0,0,0,0,0,0
9,8,1,2,4,404,1,0,1,0,42,996,0,1,0,0,0,0,0,0
9,121,1,1,1,1558,1,0,1,0,42,0,0,2,0,0,0,0,0,7
9,130,1,1,1,18,3,0,1,0,42,171,0,1,1,6,99,1,99,0
9,145,2,1,1,900,7,0,1,1,42,996,0,1,0,0,0,0,0,0
9,164,1,1,1,31,2,0,1,0,42,999,0,1,1,0,99,0,96,0
9,166,1,3,1,818,7,0,1,0,42,996,0,2,1,0,2,0,96,0
9,179,1,1,1,1538,1,0,1,0,42,0,0,1,1,0,98,0,96,0
9,201,1,1,1,745,2,0,1,0,42,998,0,1,0,6,9,1,0,0
9,219,3,1,1,1656,3,0,1,0,42,996,0,2,0,0,0,0,0,0
9,254,2,1,1,621,7,0,1,1,42,0,0,1,0,6,0,0,0,0
10,18,1,1,1,1309,7,0,1,0,42,0,0,1,1,0,0,0,0,0
10,28,2,1,1,2132,7,0,1,0,42,188,0,1,1,0,9,1,0,0
10,69,1,1,1,1525,2,0,1,1,42,995,0,1,1,0,99,0,99,0
10,88,2,1,2,1011,4,0,2,1,42,996,0,1,1,0,0,0,0,0
10,114,1,1,10,2304,7,0,1,1,42,249,0,1,1,0,9,1,99,99
12,78,2,1,1,1855,3,0,1,0,42,996,0,1,0,6,0,0,0,0
12,117,2,1,10,1755,6,0,1,0,42,0,0,1,1,0,99,0,0,0
12,130,1,1,1,836,1,0,1,1,42,256,0,1,1,0,99,1,99,0
12,132,2,1,1,105,2,0,1,0,42,996,0,1,1,0,0,0,0,0
12,141,2,1,1,1814,4,0,1,0,42,70,0,1,1,0,0,1,0,0
12,235,1,1,1,1728,7,0,1,0,42,220,0,2,1,0,9,1,0,0
12,284,2,1,1,935,6,0,1,0,42,996,0,1,0,0,0,0,0,0
12,321,2,1,1,1659,6,0,1,0,42,996,0,1,0,0,0,0,0,0
